"N5" "ID1" "ID10" "ID12" "ID14" "ID2" "ID21" "ID5" "ID6" "ID9"
"1:Del:C:0" 0.0179274374208162 0.000159889000121463 0.0251054140728057 0.0527877408416368 0.012016009024032 0.00482411600482412 0.00138886998750017 0.0222021079555958 0.0305067990305068 0.33493987933012
"1:Del:C:1" 0.0103309605847515 0.000773523000587622 0.0293063200849883 0.014674664955976 0.00194623200389246 2.21000000221e-05 0.00483662295647039 0.0285472149429056 0.0054919030054919 0.0999942258000115
"1:Del:C:2" 0.00491170417247535 3.31000000251451e-18 0.0188040560545318 0.000561931998314204 0.000683696001367392 3.11000000311e-06 0.00128434098844093 0.0265969269468061 0.00803399400803399 0.00269065499461869
"1:Del:C:3" 0.0035274284157004 0.00190761300144916 0.0165035600478603 0.000995576997013269 0.000487468000974936 0.00247207600247208 0.00279289397486395 0.0141591219716818 0.00110237900110238 0.0106254159787492
"1:Del:C:4" 0.00789098408246037 0.000705990000536319 0.00293063200849883 0.00224004999327985 0.00207192100414384 0.00385697600385698 0.00525347595271872 0.00287342199425316 0.00247817000247817 0.0124969019750062
"1:Del:C:5" 0.00810579293900417 0.00337011500256018 8.420000024418e-18 0.0294108079117676 0.00237027600474055 0.0146154240146154 0.0142482018717662 0.0026024489947951 0.00132207300132207 4.47999999104e-05
"1:Del:T:0" 0.0280860026672959 0.00131160500099639 0.0283061050820877 0.0451351178645946 0.0183098030366196 0.00790596600790597 0.0628917274339744 0.101481147797038 0.00428416200428416 0.105105372789789
"1:Del:T:1" 0.0259113676983992 3.31000000251451e-18 8.420000024418e-18 1.41999999574e-17 0.000852559001705118 3.95000000395e-18 0.00591723594674488 0.106099609787801 0.000677688000677688 0.0442936409114127
"1:Del:T:2" 0.0103118890948406 0.000936453000711395 0.00151032600437995 0.0109692039670924 0.0108564230217128 0.00703641800703642 0.0051452329536929 0.114128462771743 0.0116596650116597 0.0858619558282761
"1:Del:T:3" 0.022416928910107 0.00229585500174409 0.00142030600411889 0.0221093659336719 0.0171839500343679 0.0202347430202347 3.07999997228e-05 0.0889622068220756 0.0222423910222424 0.113250662773499
"1:Del:T:4" 0.00708815477089591 0.00429142200326006 0.00241052000699051 0.0440779638677661 0.0133479030266958 0.0471199250471199 0.000336066996975397 0.0522595318954809 0.0176971410176971 0.0944127368111745
"1:Del:T:5" 0.0229297164230046 3.31000000251451e-18 1.270000003683e-17 0.000348511998954464 0.038616999077234 0.814697227814697 0.0342370566918665 0.030610522938779 0.00795434500795435 0.00092983499814033
"1:Ins:C:0" 0.0194541230922551 3.31000000251451e-18 8.420000024418e-18 1.41999999574e-17 0.454386958908774 3.95000000395e-18 0.000293514997358365 0.000542251998915496 0.00208688700208689 5.40999998918e-18
"1:Ins:C:1" 0.0175131551007811 3.31000000251451e-18 0.000345074001000715 0.000167696999496909 0.0127774310255549 0.000227026000227026 0.00147348598673863 0.0012428979975142 0.00177343300177343 1.92999999614e-06
"1:Ins:C:2" 0.00114519956842281 3.31000000251451e-18 0.000272059000788971 0.00159658599521024 0.0006588500013177 2.62000000262e-05 0.000154395998610436 0.00315166699369667 0.000246169000246169 0.000352622999294754
"1:Ins:C:3" 0.00538242058783285 0.00084598600064267 0.00258055600748361 0.000450318998649043 0.00156440300312881 0.00043005000043005 0.000210734998103385 0.000602847998794304 0.000232169000232169 5.40999998918e-18
"1:Ins:C:4" 0.00744643242592972 0.00178552500135641 0.000411089001192158 0.00439392998681821 0.001539502003079 0.00291184600291185 0.00047282999574453 0.000197581999604836 0.000376592000376592 2.15999999568e-06
"1:Ins:C:5" 0.00670867425460247 0.0242965360184574 0.000851184002468433 0.0170514899488455 0.002292999004586 0.00901753600901753 0.00182084798361237 0.000433543999132912 0.000247997000247997 7.36999998526e-05
"1:Ins:T:0" 0.00895087481600552 0.00228382400173495 0.0170036670493106 0.0042653009872041 0.032612007065224 0.00132855600132856 0.00715236193562874 0.00636196498727607 0.00639625100639625 0.012614483974771
"1:Ins:T:1" 0.00869618866406019 4.03000000306147e-05 0.0438094491270474 0.00249651799251045 0.00316588300633177 3.95000000395e-18 0.0220548618015062 0.0134626969730746 0.00104118700104119 0.0103852739792294
"1:Ins:T:2" 0.00403575295156871 0.000192865000146514 0.00365078701058728 1.41999999574e-17 0.00177460600354921 0.000647033000647033 0.001712999984583 0.0297211439405577 0.000738848000738848 0.00231466299537067
"1:Ins:T:3" 0.00522520494049217 0.00424326700322348 0.00375080901087735 0.000105673999682978 0.00117383600234767 0.00108287900108288 0.00274180097532379 0.0188402499623195 0.000930638000930638 0.00160088499679823
"1:Ins:T:4" 0.00300518323824221 0.0166491270126478 9.660000028014e-06 0.00033647999899056 0.00478499900957 0.00348746100348746 0.000543913995104774 0.0112687519774625 0.00134985200134985 0.00158535499682929
"1:Ins:T:5" 0.00961909395176587 0.890906468676795 1.110000003219e-08 0.00016654999950035 0.232747555465495 0.00313258500313258 0.0163592938527664 0.00143921499712157 0.01439004101439 0.00577247998845504
"2:Del:R:0" 0.0186513358153146 0.000686046000521169 0.000839181002433625 0.00626810498119569 0.000661996001323992 0.000163809000163809 0.00597476594622711 0.0280544069438912 0.00178364700178365 0.0131747469736505
"2:Del:R:1" 0.00538372260786359 0.00121996900092677 0.00947204202746892 0.000278424999164725 0.00660003601320007 0.00356888500356888 0.0583279884750481 0.0245627289508745 0.00245434700245435 0.00319854099360292
"2:Del:R:2" 0.0019129309051882 0.000472749000359133 0.00654141101897009 0.0013981669958055 0.00270193000540386 0.00184957400184957 0.0082092449261168 0.00456261799087476 0.0020886000020886 0.00118969699762061
"2:Del:R:3" 0.0107699468536746 0.000426720000324166 0.000185040000536616 0.00067330999798007 0.000392799000785598 0.000739044000739044 0.00312839097184448 0.000395918999208162 0.000525746000525746 9.58999998082e-05
"2:Del:R:4" 0.00296235536464494 5.4600000041478e-05 8.420000024418e-18 0.0119807389640578 1.41000000282e-06 0.000881932000881932 0.00192576298266813 0.000867562998264874 0.000232527000232527 5.40999998918e-18
"2:Del:R:5" 0.011193706686317 3.31000000251451e-18 8.420000024418e-18 0.25151984324544 4.37000000874e-05 4.67000000467e-18 0.00276650897510142 0.0214267799571464 0.000215685000215685 5.40999998918e-18
"3:Del:R:0" 0.00333230294216912 0.000128045000097272 0.00120025900348075 0.00759985897720042 0.00114665900229332 1.25000000125e-05 0.0171303718458267 0.0171363699657273 0.00105104700105105 0.00285809499428381
"3:Del:R:1" 0.0146335428625672 0.00501108500380677 0.0427092111238567 0.000569428998291713 0.00484016500968033 0.00500325800500326 0.148733686661397 0.00590979398818041 0.00541365300541365 0.00430190999139618
"3:Del:R:2" 0.0075221204013559 0.000769383000584477 0.00506109101467716 0.00268033899195898 0.00105348100210696 0.00228989100228989 0.0345728486888444 0.00084270999831458 0.000536054000536054 0.00127571699744857
"3:Del:R:3" 0.00262519575721898 0.000371256000282032 0.00273058900791871 0.00592005098223985 0.00024960500049921 0.000402587000402587 0.00715717593558542 0.00062115499875769 4.7000000047e-05 0.00030210999939578
"3:Del:R:4" 0.000291396318456554 3.31000000251451e-18 8.420000024418e-18 0.0686221427941336 9.19000001838e-18 3.97000000397e-18 0.00246417697782241 0.00586707498826585 7.31000000731e-05 5.40999998918e-18
"3:Del:R:5" 0.000462265878354691 3.31000000251451e-18 8.420000024418e-18 0.0974809437075572 9.19000001838e-18 3.95000000395e-18 0.0014024559873779 0.00837891098324218 0.000150616000150616 5.40999998918e-18
"4:Del:R:0" 0.000899109954929607 9.97000000757391e-05 0.00147031700426392 0.00173451599479645 0.000193687000387374 1.21000000121e-05 0.0146033658685697 0.0107912649784175 0.0023150980023151 0.00143277399713445
"4:Del:R:1" 0.00334753433807682 0.000900503000684085 0.000521112001511225 0.00230259499309222 0.000617337001234674 0.00211578700211579 0.114895677965939 0.00284356899431286 0.00280672900280673 0.00459421699081157
"4:Del:R:2" 0.00357954527707134 3.23000000245373e-06 7.50000002175e-05 0.000611678998164963 0.00052429500104859 0.000543292000543292 0.0218818488030634 0.000164643999670712 0.00047449000047449 0.000896023998207952
"4:Del:R:3" 0.00707352259582511 3.31000000251451e-18 0.000132028000382881 0.0392590578822228 5.03000001006e-05 7.27000000727e-06 0.00688706493801642 0.00387781399224437 0.000291345000291345 2.37999999524e-05
"4:Del:R:4" 0.000760757240697382 3.31000000251451e-18 8.420000024418e-18 0.0532878728401364 7.73000001546e-06 3.95000000395e-18 0.00239962097840341 0.00455725399088549 0.000110576000110576 5.40999998918e-18
"4:Del:R:5" 0.00653634571674383 2.89000000219545e-05 0.00020904500060623 0.0186444489440667 9.19000001838e-18 0.000210413000210413 3.30999997021e-05 0.00158443599683113 5.68000000568e-05 1.36999999726e-05
"5:Del:R:0" 0.0121751300917458 8.35000000634324e-06 0.00139030000403187 0.00338288498985135 0.00608681401217363 3.85000000385e-05 0.00453387095919516 0.0184479489631041 0.0193332910193333 0.000772051998455896
"5:Del:R:1" 0.0817172085877459 0.000190676000144851 0.0262056520759964 0.00279703499160889 0.000314462000628924 0.00297751200297751 0.025535890770177 0.00041033499917933 0.00750182500750182 0.000479550999040898
"5:Del:R:2" 0.113928695831802 0.000126355000095988 0.00177038200513411 0.00510384198468847 2.13000000426e-05 0.000397525000397525 0.00283668697446982 0.00047092499905815 0.000370524000370524 0.000264968999470062
"5:Del:R:3" 0.047107352928045 1.89000000143578e-05 0.000137030000397387 0.00220095199339714 2.8500000057e-05 0.000158151000158151 0.000854604992308555 0.000257166999485666 0.000168175000168175 6.11999998776e-06
"5:Del:R:4" 0.0493711672160991 3.11000000236257e-06 0.000125027000362578 0.00125618599623144 1.500000003e-05 8.47000000847e-05 5.25999995266e-07 9.72999998054e-05 5.32000000532e-05 7.2499999855e-06
"5:Del:R:5" 0.0163706053635723 3.13000000237777e-05 0.0011202420032487 0.00618125998145622 9.08000001816e-05 2.12000000212e-05 5.25999995266e-07 0.000585017998829964 1.15000000115e-05 2.98999999402e-05
"2:Ins:R:0" 0.00905981037435178 0.000402036000305415 0.0253054580733858 0.00744033097767901 0.0239422560478845 0.000331853000331853 4.80999995671e-05 0.00634945398730109 0.00199838700199839 0.00116233899767532
"2:Ins:R:1" 0.00620674134779922 7.8800000059862e-06 0.0389083921128343 0.0010623009968131 0.000123773000247546 0.000271665000271665 0.00507625895431367 0.0183876419632247 0.000208533000208533 0.00210019199579962
"2:Ins:R:2" 0.0130765035281712 0.000221347000168151 0.0262056520759964 0.000550237998349286 0.0011141990022284 0.00103534100103534 0.000222986997993117 0.0072079519855841 0.000790414000790414 0.000760940998478118
"2:Ins:R:3" 0.00258353757656672 0.000514268000390674 0.000280060000812174 0.000165524999503425 0.000871483001742966 0.000381326000381326 0.00108099199027107 0.00117229199765542 0.000499074000499074 0.00035163499929673
"2:Ins:R:4" 0.0035949312018908 0.00291310000221299 8.420000024418e-18 0.00101820599694538 0.00297397800594796 0.00197742300197742 0.00176932898407604 6.87999998624e-05 0.000189469000189469 3.06999999386e-05
"2:Ins:R:5" 0.00822605791373362 0.0181215840137664 8.420000024418e-18 0.0380051968859844 0.00054427500108855 0.0136333760136334 0.0142598148716617 0.000994121998011756 0.000748642000748642 5.40999998918e-18
"3:Ins:R:0" 0.0188548200421576 3.06000000232459e-07 0.0181039050525013 0.0151501399545496 0.00662349701324699 5.78000000578e-05 0.00159280598566475 0.00379247799241504 0.00121918500121918 0.000254572999490854
"3:Ins:R:1" 0.0111968250825528 0.000254695000193484 0.0552119081601145 0.000869572997391281 0.0025232000050464 0.00122705000122705 1.14999998965e-06 0.00612276098775448 0.000288615000288615 0.00082335499835329
"3:Ins:R:2" 0.00393423166857955 4.41000000335014e-05 0.0094320340273529 0.000183890999448327 0.000204501000409002 0.000210075000210075 0.00141704698724658 0.00114346799771306 0.000746533000746533 0.000118260999763478
"3:Ins:R:3" 5.42134146825278e-05 0.000166702000126638 0.000461099001337187 8.6999999739e-05 0.000327493000654986 3.02000000302e-06 5.84999994735e-05 1.01999999796e-05 0.000249737000249737 5.17999998964e-06
"3:Ins:R:4" 0.00178996882505484 8.89000000675347e-05 0.000187040000542416 0.000340787998977636 0.00060186000120372 0.000141807000141807 0.000149895998650936 1.17999999764e-05 0.000155952000155952 1.60999999678e-05
"3:Ins:R:5" 0.00262604124012888 0.0012486960009486 0.000185040000536616 0.00284031199147906 0.00220599700441199 0.00186470700186471 0.000743074993312325 0.000102573999794852 1.98000000198e-05 5.40999998918e-18
"4:Ins:R:0" 0.00563239062274932 3.31000000251451e-18 0.01600345204641 0.00570117798289647 0.00594693001189386 1.68000000168e-05 6.48999994159e-06 0.00243918599512163 0.00146791700146792 0.000164386999671226
"4:Ins:R:1" 0.00430662464247834 0.000744381000565484 0.0746160922163867 0.00190888599427334 0.00132692600265385 0.00120372800120373 0.000508316995425147 0.0036122979927754 0.000476283000476283 0.00071556499856887
"4:Ins:R:2" 0.00285491117655948 7.55000000573551e-05 0.00409088201186356 0.00021848999934453 8.4500000169e-05 1.22000000122e-05 0.000663975994024216 0.000376458999247082 0.000528663000528663 4.23999999152e-05
"4:Ins:R:3" 0.0017456286600493 0.000157544000119681 0.000239052000693251 0.000176568999470293 0.000713852001427704 0.000134169000134169 0.000335184996983335 1.86999999626e-06 0.000334824000334824 2.1499999957e-05
"4:Ins:R:4" 0.0045390665878727 0.000319653000242831 0.00228049200661343 0.000636052998091841 0.00166501000333002 0.000249385000249385 0.000322587997096708 6.40999998718e-06 5.6000000056e-05 5.40999998918e-18
"4:Ins:R:5" 0.00190036644581927 0.00100132000076067 0.0138029770400286 0.0116705369649884 0.000274449000548898 0.00219354500219354 0.00056023999495784 0.000635976998728046 0.000106861000106861 2.17999999564e-06
"5:Ins:R:0" 0.0183866737366532 3.31000000251451e-18 0.0492106131427108 0.0137906449586281 0.00271214100542428 3.95000000395e-18 0.00492954795563407 0.00475007099049986 0.00871678100871678 0.000165845999668308
"5:Ins:R:1" 0.049977672645469 0.0014431260010963 0.278059972806374 0.0038342649884972 0.026455525052911 0.000135658000135658 0.017094669846148 0.00479343099041314 0.00540564300540564 0.00125399599749201
"5:Ins:R:2" 0.0118855480796076 0.000254832000193588 0.00922198902674377 0.00213001599360995 0.000488313000976626 5.53000000553e-06 0.000693115993761956 0.000298795999402408 0.00132184300132184 0.000102848999794302
"5:Ins:R:3" 0.00410574898627762 0.000237087000180108 0.00366078901061629 0.00266048899201853 0.000103831000207662 9.77000000977e-05 0.00015936999856567 0.000165545999668908 2.88000000288e-05 8.01999998396e-05
"5:Ins:R:4" 0.00619352616813458 0.000261865000198931 0.00334072000968809 0.00159240699522278 0.000157593000315186 2.15000000215e-06 2.50999997741e-05 0.000126706999746586 4.83000000483e-05 5.0499999899e-05
"5:Ins:R:5" 0.00224505454073995 0.000119834000091034 0.00274059100794771 0.00613606998159179 2.1500000043e-05 0.000115629000115629 7.06999993637e-06 0.000626341998747316 6.17000000617e-05 9.88999998022e-06
"2:Del:M:1" 0.013466787022072 0.00119781500090994 0.0006381380018506 0.00265350299203949 0.00264092500528185 0.000175553000175553 0.0118385298934532 0.0286879459426241 0.000632866000632866 0.00390097199219806
"3:Del:M:1" 0.0068401518699182 8.1900000062217e-05 0.00396085401148648 0.0103283519690149 0.00157517300315035 5.46000000546e-07 0.0164565938518907 0.0131571469736857 0.000990097000990097 0.00301132799397734
"3:Del:M:2" 0.0066084672032977 0.001479593001124 0.0193041640559821 0.00606115798181653 0.00323693500647387 0.00294406300294406 0.0763424243129182 0.00900420998199158 0.00443363000443363 0.0015433019969134
"4:Del:M:1" 0.00764819440906513 8.38000000636603e-05 0.000179039000519213 0.00377171798868485 8.2000000164e-06 0.000147005000147005 0.0216831628048515 0.0087322019825356 0.00274539500274539 0.00192772099614456
"4:Del:M:2" 0.005917085857999 0.000145479000110516 0.000387083001122541 0.00457315298628054 0.000950493001900986 0.000550614000550614 0.055939002496549 0.00604718698790563 0.00868271000868271 0.0032974479934051
"4:Del:M:3" 0.0105698201391348 0.000160684000122067 8.220000023838e-05 0.000525262998424211 0.00223043400446087 0.000693566000693566 0.0784946462935482 0.00344244199311512 0.00477309400477309 0.00254407899491184
